,file_name,text,Total number of sentences,Number of sentences of initial prompt,Number of sentences completely authored by the user,Number of sentences completely authored by GPT-3,Number of sentences authored by GPT-3 and user,Total number of GPT-3 calls made,Number of times GPT-3 suggestion is used,Number of times user rejected GPT-3 suggestion,Number of times GPT-3 suggestion is modified,Number of times GPT-3 suggestion is used as is,GPT-3 : Total Sentences,User : Total Sentences,Amount of GTP-3 Usage,Type Token Ratio
502,971b30521fb149d88af88aa7b686c2af.jsonl,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, sports involve certain degree of danger, so no sports are too dangerous to be called a sport. But I admit that there are lines which should be drawn. Sports should only be played with the consent of every participant; players should have their physical and psychological states tested and certified by qualified specialists. In addition, if there is the possibility of serious injury, insurance should be provided and equipment should be maintained to minimize any harm. In most cases, these suggested conditions have been met satisfactorily, so I don't think that any sports are too dangerous to be called a sport. ports should also be conducted freely so that the players will have a sense of freedom.
 Instead of violating the principles of sport, I recommend that we should create education programs to increase awareness of sports and to teach players how to use their skills to prevent accidents in practice or competition. f it is their own choice to participate in a sport, why shouldn’t people be able to voluntarily take on additional  ?isk
 Because there are many risks in life, just as there are dangers in sport. However, even if the number of accidents is slightly higher than the number of accidents occurring in other activities, it's a valid idea for athletes to make their own choice. Why can’t the choice make all of those involved feel good? While it is understandable that people are concerned about the risk of injury in sport, shouldn’t we also have feelings about how exciting and attractive sports? To conclude, I think that  no sports are too dangerous to be called a sport, nor is it selfish to pursue risky sports.",16,5,1,0,10,12,11,1,6,5,0.0,0.0625,0.625,0.5344352617079889
503,f8e0496b35c64e35b500e2034493eb8e.jsonl,"When you're 28, science discovers a drug that stops all effects of aging, creating immortality. Your government decides to give the drug to all citizens under 26, but you and the rest of the “Lost Generations"" are deemed too high-risk. When you're 85, the side effects are finally discovered.

The side effects that happen are shocking, and almost unbelievable. They include things like when you turn 85 , you fall into a coma, and when you wake up, you're a baby. While yes, you could consider this immortality, it's not exactly what science had in mind. They developed the drug from the immortal jelly fish called Turritopsis Nutricula. 

Science had to come up with a solution, because eventually there would be nothing except children left to take care of the worlds problems, and that would be a disaster. So after long years of searching, and developing, and many more years of testing they finally had a solution. It was derived from the leaves of the sacred lotus plant, and it was called the Lotus Solution. No one knew why it worked. It just did. 

They had to figure a way to dispense the drug, because they knew not everyone wanted to take it, so they came up with a plan. That plan was to put it in the worlds water supply. Well, after around a year, the drug was in the water supply. Then as people drank the water, they stopped going into a coma at 85, and might live for another 5-10 years before they would die. Even though it was a failed science experiment, there was a lot scientists learned like not to play with nature. ",17,3,8,0,6,11,6,5,0,6,0.0,0.47058823529411764,0.35294117647058826,0.5653710247349824
504,eb052c37796c4ae3b8b5c77c800684c6.jsonl,"When you're 28, science discovers a drug that stops all effects of aging, creating immortality. Your government decides to give the drug to all citizens under 26, but you and the rest of the “Lost Generations"" are deemed too high-risk. When you're 85, the side effects are finally discovered. The side effects came roaring from all directions not knowing what the future holds everyone that did not receive the drug panicked and was in extreme fear. The government quickly came up with a plan to send the Lost Generations to a remote island in the Pacific Ocean. How feasible that is nobody will know until they gather them and transport them to the island. he island is called “The Island of Immortality"" aand it is the only place where the Lost Generations can live. The island is a place where the Lost Generations can live out the rest of their lives in peace. The island is a place where they can be free from the government and the world. The reason the government put them there is that they would not have to live n fear of the affected . The affected are the people that received the drug and are now immortal. Being immortal also comes with its backlash, like there wont be as many places as the mainland to buy stuff from or there will be limited drinking water , electricity and services. But it just something the immortal will have to deal with . The government will not be able to provide for the Lost Generations for the rest of their lives, which they have became to accept and know that their time on the island is not a limited thing but it will be their place till eternity. As the immortals live their lives on the island they discover new ways to become self sufficient and do not need to depend on the government very much anymore. As time went buy they built their own water system and electricity grid. Years have passed since the government put them there and it is now 50 years later and they have totally become independent from the government. They are living in peace and a happy  , healthy live away from the infected and have no plans of returning to the mainland or asking for help from the government ever again. ",18,3,9,1,5,8,7,1,1,6,0.05555555555555555,0.5,0.3333333333333333,0.4593908629441624
505,50e2383a31544349adae9a66d596cdf6.jsonl,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. You are very interested in what this next life will be. You are thankful for any life but you really are hoping you will be reincarnated as someone very talented or famous. You are a little bit disappointed when you find out you will be born as a peasant in some faraway village. This does not seem like an interesting or rewarding life to you.

You must move forward in this new life as a peasant. You are born into a loving family. You are surrounded by good people and community. Though you must work very hard and have no luxury in your life,  you value the people that surround you and the way people care for one another. This is the first life you have had where you truly feel love and trust for others.  

Eventually you marry a wonderful man and have four children. Your family is very close and loving and you get to raise and teach your children in a way that you are very involved and close with them. When they grow up they remain close to the community and you get to spend a lot of time with your grandchildren as well. Your biggest accomplishment is your wonderful family.

This life has taught you that fame and wealth are not the important things you should hope for in a life. You learned the value of the people in your life and the family that you build because those are things that will last and endure after you are gone.",17,2,13,0,2,4,2,2,0,2,0.0,0.7647058823529411,0.11764705882352941,0.47796610169491527
506,9263032ff341476289f96ee1651ddd5a.jsonl,"Should College Athletes Be Paid?

Do you think college athletes should be paid? Or is a college scholarship and other non-monetary perks like the opportunity to play in front of cheering fans enough?

In “Paying Students to Play Would Ruin College Sports,"" Cody J. McDavis writes: “Paying student-athletes might sound like a fairer way to treat students who generate so much money and attention for their colleges (not to mention the television networks that broadcast their games). But paying athletes would distort the economics of college sports in a way that would hurt the broader community of student-athletes, universities, fans and alumni. A handful of big sports programs would pay top dollar for a select few athletes, while almost every other college would get caught up in a bidding war it couldn't afford.""

Do you find his argument persuasive? What possible difficulties or downsides might there be in providing monetary compensation to players?

---

In my opinion, it's not a good idea to pay athletes who are in college. A college scholarship is enough to pay them for putting in all that effort. They may bring money into the college but they can't be given even more unfair advantages. People will be looking at the college only for the players, not for the good education it offers. If college athletes are paid, they are more likely to be focused on playing rather than on getting an education. That's already an issue. So many athletes barely do any school work as it is. There doesn't need to be another factor that makes them even less likely to focus on their education.
Football, basketball players are paid when they are in the professional league.
 They'll possibly be making millions of dollars per year. They don't need to be paid any sooner than that. It's basically like saying we should start paying people who are in medical school in advance before they become doctors. They save lives. If they aren't getting paid then why should people who just play a game?

No one should take the focus away from education. Still, many people believe that paying athletes would be a good idea. They claim that it would bring more money into colleges while making the players more satisfied. That's probably true, but at what cost? The integrity of colleges is too important. Colleges depend on athletics to bring in a lot of money. That's a problem they need to resolve without forcing themselves to rely on athletics even more than before. Digging a deeper hole isn't going to get you out of it. It will only make it worse.

It's a bad idea to pay athletes. It hurts everyone except the athletes themselves and they already get enough special treatment. They have a lot of privileges. Colleges should instead focus their time on trying to find ways not to rely on college sports to bring in money. That's the real issue to overcome. ",36,9,18,0,9,13,9,4,2,7,0.0,0.5,0.25,0.4921259842519685
507,2d9358657a364ccab47e9a7538cb6650.jsonl,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again.

Morgan woke up that morning, listening to the sounds of the bunker as she drifted back into consciousness. The steady hum of the power generators, the quiet conversation of her fellow survivors, and a familiar loping thump as Herman ran by outside. It seemed like just any other day. But she knew it wasn't. It was time. 
She got up and opened her door, which was something of a minor accomplishment these days.
 The last battle for New York...hadn't gone well. Down a leg, hand, and eye, as well as most of her friends, family, and, well, most of the human population. She didn't often bother, and when she did she felt like she was just in the way. Even the impromptu prosthetics Morgan had rigged up herself were more trouble than they were worth. But last week they have found something, and today was the day she would be allowed to try it out.

It had started with a supply party, just out looking for anything edible. But one of the kids - even kids played their part - stumbled onto an oddly shaped stone. And he said he felt something. Something he said was like a really strong tingle, but didn't hurt. And then an alien scout ship found them, and they thought they were all going to die. Right up to the moment the kid suddenly shot...something from his palms and blew the aliens all straight to hell. 
From there it was a mad dash back to the bunker, followed by days of hushed talk and whispered rumors.
 The kid could do things now, but he had almost no control over them. And people started talking about the old books, how all the little tricks people could do - light a candle, make a gift invisible, etc. - used to be real powers. So other people started touching the stone. And they started feeling things too. Some just felt things, others could make fire, and so on. Today was Morgan's turn. And there was a feeling that for her, it would be different. But it what way? Before...she was always a bit stronger with her tricks, powerful by the old standards.   But now...it as her missing hand that had held her power before, so what would happen?
She steeled herself and pushed the door open, glad to get out of her tiny room.
 One way or the other, she had to know. 
The walk to the lab wasn't a long one (unless you were missing a leg, of course), but it felt like an eternity
. It was conspicuously nearly empty. Was it to spare her feelings if nothing happened, or were they worried about what might happen if magic poured into such a damaged body?   Whatever the reason, Morgan was grateful not to have to worry about any other distractions. She ignored the one observer in the room, and walked straight to the stone. She didn't even need to touch it - the feeling was already coming. She reached out with her damaged arm, and a ghostly image of her former hand appeared. The stone suddenly glowed brightly as her hand connected, and a pulse of light flowed out. It spread through the entire bunker, and beyond. So far beyond. Yes, today was different.

Morgan spoke for the first time, and her voice rang across the planet. ""Wake up everyone. We are ready."" And the events that followed were in the stories humanity told for years, decades, ages, becoming myth, but never forgotten.",49,3,34,0,12,17,12,5,0,12,0.0,0.6938775510204082,0.24489795918367346,0.4938080495356037
508,9b439ea7aa404000a1e0ee118bdbfbd1.jsonl,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

I do listen to audiobooks every now and then, but I find myself often preferring to read the book itself, based on the factors that are associated with reading versus listening. When people choose to listen to audiobooks, there are advantages and disadvantages that come with the process. Advantages include the ease of listening in comparison to reading, as naturally humans expend less energy and mental processes in listening, than they do for reading. Hearing an audiobook can be done concurrently with other tasks, such as household chores or driving. It is difficult if not dangerous to read while doing other types of tasks that require a person's full attention, specifically their vision as opposed to their hearing.  Disadvantages to audiobook relate to the format itself, how people listen to said audiobook. Listeners are potentially less engaged with the book, and are more likely to be distracted by outside stimuli when they are listening to a book than when they are reading the book themselves. In addition, their interest in an audiobook stems primarily on how the narrator reads the book, as opposed to how a person reads the book itself. A person might disagree with how the narrator paces themself in dictating the story, and or perhaps they find their tone and voice boring and uninteresting to listen to. Reading does not have such drawbacks, as people are free to voice and imagine the characters as they see suitable, and or can even pace themselves to read certain portions of the books slower or faster based on interest. It is also critical to consider that audiobooks requires the use of technology and digital storage, which is not easily affordable or available to many. This may barr them from using audiobooks, and reading physical media or even digital books might be a more economical and practical solution.

In the end, there are considerations a person must take when deciding to listen to an audiobook, or read it instead. These are affected by the personal interests of said person, along with other factors such as finances, the narrator, and availability of audiobooks versus the literature itself in a physical or digital format. I personally tend to gravitate towards reading, given that I enjoy the act of doing so, and find myself more engaged if I read the books as opposed to listening to someone else read the story for me. I do however appreciate how audiobooks are available to me, in my interests, and I enjoy them from time to time. I still believe that others must ultimately decide whether to use audiobooks or to read the books themselves, and that both should be easily available and affordable for people to make that choice in their daily lives.",23,7,11,0,5,7,5,2,3,2,0.0,0.4782608695652174,0.21739130434782608,0.4396039603960396
509,ff21eabc9606411ba8cd583fdcdfe72c.jsonl,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation. The nation is trying to get used to life again. 
However, there’s still a problem that they need to face.
 It turns out that the asteroids that were supposed to hit the Earth actually missed it. All of the emergency planning and preparedness was done for nothing. People have years worth of food and supplies stored away that can now be used or given away. People are celebrating this new time in their lives.  They are sharing their resources and having fun. 
ASudde ly anunknown, mysterious illness has been appearing.
 No one is certain where it is coming from. When people get sick, they don’t live long. One theory is that the illness is from the water supply. Others think it’s from the food supply. The only people that are not getting sick are children and anyone under the age of 18. At a government meeting, the adults realize that they are now dying out. The future will be in the hands of the children. 
The children decide to do things differently from their parents.
 They will make a new set of rules. No one will be allowed to have more than they need. Everyone will have a nice house. Everyone will have fun. Everyone will have clean water to drink. It's simple. It's fair. They called it Utopia. 
The children do as they said they would.
 For a time, Utopia was the greatest place on earth. Everyone always had everything they needed. Now the oldest children were growing up and becoming adults. They were getting grouchy and not wanting to have fun anymore. They stopped following the rules of Utopia. Some of them started to eat all the food themselves and didn't share it with anyone. They wanted to make rules about who can have clean water. Who can have nice houses. The kids of Utopia decided enough was enough. They went to war against the adults. The war did not last long, because the kids realized they were against war. They did not fight. The adults ended up fighting themselves and dying out by the end of the year. And the kids reigned on.",41,2,24,1,14,18,15,3,1,14,0.024390243902439025,0.5853658536585366,0.36585365853658536,0.51338199513382
510,a87286598bc54313b39f6ce6013541bf.jsonl,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. 

A new generation of humans will lead the charge back to freedom, and our heroes become the last hope for mankind. Their mission: to locate the fabled Keystones, and rebuild the link between mankind and its magic.

If the Keystones are found, humanity will be restored again.  The new generation of humans have advanced technology that can help them find the keystones. Think about a device like a GPS but the device can find any item in the world.  The humans have to travel across the world in order to get these Keystones.

There are 4 of them total and they are found in different areas. The first 3 keystones are found fairly quick but they're having issues with the 4th one. The device is pointing them in one direction but there is nothing to be found. 

They end up changing the devices batteries and funnily enough the direction changes. The 4th Keystone is to the East. They end up getting the 4th Keystone.

All 4 Keystones have to be combined in order to drain the aliens of their power. This will also restore all previous humans and restore mankind in general. 

The new generation of humans combines the 4 Keystones and all of a sudden there is a spark seen in the sky. Almost a lightning bolt if you will. Slowly but surely all humans get restored.

We see the entire world go back to the way that it was previously. Mankind is back. Humans are rejoicing. The world has been saved and the mission has been completed.",24,3,19,0,2,2,2,0,1,1,0.0,0.7916666666666666,0.08333333333333333,0.5324675324675324
511,5f020c0bdea94db5aad0478ba02f2924.jsonl,"A woman has been dating guy after guy, but it never seems to work out. She’s unaware that she’s actually been dating the same guy over and over; a shapeshifter who’s fallen for her, and is certain he’s going to get it right this time.

One day, the woman and the shapeshifter have date at swanky wine bistro in the trendy part of town. For this ""first date"" the shapeshifter has come as Dirk Haynes, a wealthy man about town.
The woman is late, and when she arrives, she’s in a hurry.
 She seems to barely pay attention to any of Dirk's well-chosen lines. She’s distracted, and she’s late for something.

Finally Dirk can't help but ask: ""Am I keeping you from something?""
""No, but I’m late for something,"" she says.


""What are you late for?"" asks Dirk.
""I’m late for my date with you,"" she says.


This flummoxed Dirk. ""But you are not late, you're here,"" he said.
""Yes, but I'm late for my date with you,"" she said.


Dirk had an idea. ""Just who do you think I am?"" he asked her.
""You're Dirk Haynes,"" she said.
 ""But you remind me of the last guy I dated"" she continued. ""He was a little bit like you, but he was a little bit different.""

""How so?"" Dirk asked.
""""He wasn't such a putz,"" opined the woman.
Dirk was taken aback.
 ""But that was me,"" he said.
""No, you're Dirk Haynes,"" she said.


""Sure I'm Dirk."" said the man. ""But I was also Matt Cuchosz, Steve Arnott, and even Captain Hastings, the last three guys you dated.""
""No,"" she said.
 ""And besides, aren't the last two characters from 'Line Of Duty'?""
""NIs the show on now? I think it is"" said Dirk.


""Do you want to come over and watch it?"" asked the woman.

""Sure'"" he said. ""This could be the start of a beautiful friendship!""
""I'm not sure,"" she said.
 

But do you know what?

It was.",41,3,25,0,13,14,13,1,2,11,0.0,0.6097560975609756,0.3170731707317073,0.4074074074074074
512,5e3161b439134fb992482c957f30f78c.jsonl,"Are We Being Bad Citizens If We Don't Keep Up With the News?

In your opinion, are we being bad citizens if we don't keep up with the news? Do you think all people have some responsibility to know what is going on in the world? Does engaging with current events actually do anything at all? Why do you think the way you do?

---

In my opinion, keeping up with the news is an obligation of each person in a democracy.  Not just the political news either.  We have a responsibility to know what is going on in our communities and the rest of the world. In an ideal situation, we would all be actively contributing to the betterment of our countries and globally. 

The reason I think this is because only when everyone is engaged, can we feel a real positive change.  We all have a responsibility to each other and unless we are aware of what is happening we cannot fulfill that responsibility.

Sure you can stick your head in the sand and care only about yourself and your circumstances and then complain if things aren't the way you like them but you then have nobody to blame but yourself.  Only by participating can we find solutions and prevent problems.  The idea that people on an individual level have no power is nonsense and nothing demonstrates that better than the last U.S. presidential election.  hen I think of the power behind people coming together, I think of this:.

One of the reasons that we have such a crisis in our environmental matters, in my opinion, is that people have forgotten the power of each individual.  Or, perhaps, we have been too lazy to exercise it.  hen we want something, we have to speak up.
  When we want something done we have to do something.  

Each of us needs to engage.  Engagement on the local level can have far-reaching impacts.   We have to be involved.  That is why I engage with the news on a daily basis and then I make my voice heard whether it is through action or words.  ",23,6,11,1,5,8,6,2,3,3,0.043478260869565216,0.4782608695652174,0.2608695652173913,0.5042016806722689
513,08b1a2012f4d4115b56cc8231449ff48.jsonl,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, it's a free country so one is free to do whatever they so choose, so long as it's legal. And I've never heard of any laws against mountain climbing, snowboarding, or any other adventure sport. In fact, I just read up on some laws lately and I didn't see any that forbade such activities. And I should know a good bit about the law, because I'm a law student at the University of Nevada, Reno. 
That said, mountain climbers, snowboarders and pretty much anybody who's into the extreme sports scene has to be aware of one thing:
 they're not invulnerable. And the more extreme the sport, the more likely there will be accidents and injuries. But as long as the athletes themselves are aware of the risks, there's no reason why they shouldn't engage in such activities. After all, isn't living life to the fullest what being alive is all about? And don't we all take calculated risks, even for some very dangerous activities, like speeding on the freeway or crossing the street without looking one hundred percent both ways? One could even say that extreme mountain climbing is much safer than riding an inner city school bus! I mean, I get why that's a hyperbole but you know what I mean. 
It's an individual's decision to risk his or her life; strict liability is what tort professors always say.
 And the same goes for the parents of extreme sports enthusiasts. My parents never discouraged me from snowy excursions because they knew I was capable of making my own choices, and it's really none of their business anyways. I was admittedly fortunate that I never got hurt very badly; I broke my nose once, but nothing major. My tort professor would be proud of my astute choice of body parts to be injured by!

In law school, they teach us that if you're aware of the risk, you're considered to have consented to it. I don't really think anyone in the U.S. really wants to live in a country where the state is paternalistic enough to put the kibosh on our hobbies, but I digress. I mean, look at the amount of people who start smoking, despite the government's strong anti-smoking campaigns. 
The bottom line is that people should do whatever they want as long as they don't infringe on anybody else's rights.
 And I don't see how one can infringe on anyone else's rights by doing extreme sports. I suppose if one injured another's property somehow, they could be in court, but that's a different story. In the alternative, I suppose one could argue that extreme sports are not productive, but this is hardly an argument against extreme sports; I mean everybody does things that aren't necessarily productive. I just don't think that the inherent danger of extreme sports justifies their prohibition. It's not reasonable to prohibit them because they're too dangerous. It's much easier to prohibit dangerous things that could adversely affect innocent others, like drunk driving. But here, it's just the athlete hurting himself.

So in conclusion, I think that extreme sports enthusiasts should be entitled to pursue their hobby without fear of persecution based on the inherent risk present in such participation. But let it be clear that I am not supporting anything that violates any laws, of which I am aware no such laws exist. And of course, safety measures should be taken, because there are still risks to be aware of. And I'm quite sure my tort professor would be proud of my argument against the conclusions of social activists who think extreme sports are too dangerous. They can stay home in their granny panties. I'm going to go check my snowboarding blog now.",37,5,4,1,27,43,36,7,0,36,0.02702702702702703,0.10810810810810811,0.7567567567567568,0.4567901234567901
514,e1f3635407a34cada54aafa852bcb52d.jsonl,"Is It Wrong to Focus on Animal Welfare When Humans Are Suffering?

Would you be surprised to hear that a study found that research subjects were more upset by stories of a dog beaten by a baseball bat than of an adult similarly beaten? Or that other researchers found that if forced to choose, 40 percent of people would save their pet dog over a foreign tourist.

Why do you think many people are more empathetic toward the suffering of animals than that of people? In your opinion, is it wrong to focus on animal welfare when humans are suffering? Why do you think so?

---

In my opinion, it is human nature to care more about the welfare of something helpless than something we perceive as being capable.  Human beings will almost always help a child before an adult due to that instinct.  We perceive animals in the same light, helpless and innocent.

Is it right?  That is a question that the 'animal movement' says a resounding 'yes' to.  There is a huge movement to wean us from eating animal products.  There are movements to ban the 'ownership' of pets.  There are movements to grant animals 'rights'.  It is not surprising someone would choose their pet over a stranger because that pet is part of a family unit and a human stranger is not.

hat is the Difference Between a Human and an Animal?
  Humans are animals.  We believe we are the apex of the animal world.  We may well be wrong.  Whales and other marine life have shown signs of intelligence approaching that of humans.  Primates are very human-like and in some ways superior.  It is not a stretch to believe that we are not the only intelligent life on this planet and we all have a right to a reasonable life.  

It's a thorny dilemma and is much debated.  The issues are important and the results will be far-reaching in our culture. ",24,7,14,0,3,9,3,6,3,0,0.0,0.5833333333333334,0.125,0.5337423312883436
515,913991c2f1c843f68d2f549533418965.jsonl,"What Are the Most Important Things Students Should Learn in School?

In your opinion, what are the most important things students should learn in school? What is the most important thing you have learned in school? How has this knowledge affected your life? How do you think it will help your success in the future?

---

The most important thing I learned in school was how to think. That may sound strange, but thinking is a skill not everyone has. Many people viscerally react, trusting their instincts or emotions, rather than carefully and rationally choosing between alternatives.
BWat iare he alternative sto making careful, rational decisions?
 Addiction, poverty, illness, and conflict all come to mind. All result from choices the individual made, and can either be based upon his emotional state at the time or else his rational thought.

Take cocaine. I may know its bad. I may know it is expensive. And I may know it has been the ruin of many, causing poverty, imprisonment, divorce, addiction, heart problems and death. So if someone offers me a ""toot"" of the ""white lady"" or ""yayo"" I do not in any sense think of it as a good thing because my mind knows the consequences. But if I act from my gut--if I am bored, say, or angry--one sniff can lean to decades of misery for me and my loved ones.
BBut, bcause I have spent my life learning to think, I can overcome my emotions in the presence of the drug and recognize that it is not worth
 it, and absent myself from any temptation.

In that case, leaning how to think can save my life. This is true for all decisions, large and small. Behind every decision to enter college, get married, or change professions is a series of decisions about what we value and how best to achieve our goals.

So if you've been a victim of rash decision making, try this handy trick. Wait for 24 hours before acting on an impulse. Give your mind a chance to consider it. The odds are your decision-making will improve a great deal.

Try it and see! You'll be glad you did.",27,6,16,1,4,9,5,4,3,2,0.037037037037037035,0.5925925925925926,0.18518518518518517,0.6016042780748663
516,b6e3af6257c84970bf770a3b30c573c7.jsonl,"Is It Wrong to Focus on Animal Welfare When Humans Are Suffering?

Would you be surprised to hear that a study found that research subjects were more upset by stories of a dog beaten by a baseball bat than of an adult similarly beaten? Or that other researchers found that if forced to choose, 40 percent of people would save their pet dog over a foreign tourist.

Why do you think many people are more empathetic toward the suffering of animals than that of people? In your opinion, is it wrong to focus on animal welfare when humans are suffering? Why do you think so?

---

In my opinion, it is wrong to focus on the suffering of animals when humans are suffering. I believe that humans are the paramount species on this planet, and that any attempts to divert our efforts toward improving the welfare of our species is entirely counterproductive. The reason we help animals more, is because we feel that we have the power to actually do something about animal cruelty. 

The truth about humans is harsh: many humans are being beaten with ""baseball bats"" such as oppression, poverty, and injustice every day.  We've just grown used to it, and feel powerless to change it. Animal cruelty is something new and different, and is something we can control, therefore evoking stronger response. 

Sories about animal abuse are much more visual.
 Stories about human suffering usually include statistics that have little emotional appeal. Images of abused animals, on the other hand are much more visceral. I can still easily conjure up the picture of a cow, Daisy,  on her knees in a slaughterhouse, her tongue forced down her throat. When I compare that to the outline of a suffering human in my head, all I see is a faceless blob of a media company's portrayal of a generic starving person in Africa. 

We should however, focus more on our own species. We do have the power to affect things, and shouldn't feel powerless to improve lives, and remove pain. We can donate to food pantries, visit nursing homes, volunteer to build houses, and mentor children.  All of these as easy-to-do, and give us power to control the suffering around us.  We can make humans healthier and happier, and happy people in turn, don't hurt other people or animals. 

",22,7,6,0,9,14,11,3,6,5,0.0,0.2727272727272727,0.4090909090909091,0.5353535353535354
517,626255ec39a349df84e75196a01c9e55.jsonl,"Once upon a time there was an old mother pig who had one hundred little pigs and not enough food to feed them. So when they were old enough, she sent them out into the world to seek their fortunes. You know the story about the first three little pigs. This is a story about the 92nd little pig.

The 92nd little pig built a house out of depleted uranium. And the wolf was like, ""dude."" ""There are so many pigs to eat, and they make it so easy!"" But the wolf didn't know about uranium. 

Of course, the little pig was smart. He knew he couldn't live in the house, since the uranium would poison him. So he built a big wall around it, and he lived in a little shack, hidden on the other side of the wall. Inside the decoy house though, he build robot pigs, to lure the wolf in. Once the wolf was gone, the little pig surmised, Mama Pig could relax and enjoy life. She had worked hard, and deserved to spend time with her thousands of grandchildren.  He devoted his time perfecting the fake house to get rid of the wolf, permanently. 
The wolf came, to the fake house one day and the robot pigs were like, ""We're so glad you're here, we've been waiting for you!
 Come in, come in!"" The wolf drooled hungerly. ""Oh, I'm so glad to see you. I'm so hungry, I've been eating rocks and sticks and stuff."" And the robot pigs responded, ""Oh, we have a great feast for you! We've been cooking for days!"" 
So the wolf went inside, and the little pig closed the door. with a remote.   The wolf was like, ""Hey, what's going on? Where's the food?"" And the robot pigs were like, ""We're going to bring it right out."" The wolf snarled ""Okay, but I'm really hungry."" The robots quickly replied, ""We'll be right back!"" 

But something was happening to the wolf! The radioactivity was turning him into a pile of green goo! The wolf was like, ""What's happening to me? I'm melting!"" ""Oh, that's just the uranium."" said the robot pigs.  ""Aaaaahhhhhh"" wailed the wolf, as he was changed into a quivering pile of jelly-like good. 

The little pig dialed his phone. ""Yes, Hello EPA? There is some uncontained nuclear waste in this area. You might want to dispose of it!"" 
Everything was good now-that big, bad wolf would never bother Mama Pig again! ",41,6,19,2,14,19,16,3,7,9,0.04878048780487805,0.4634146341463415,0.3902439024390244,0.4649122807017544
518,864b77f0d5f34f2b9946e518cdeee98a.jsonl,"When you die, you appear in a cinema with a number of other people who look like you. You find out that they are your previous reincarnations, and soon you all begin watching your next life on the big screen. You are a young man living in a small village in the north of England sometime in the twenty-first century. 

You see yourself waiting for a bus somewhere in West Yorkshire. It is raining. You notice a sparrow fall down from the sky to the ground. You look down, and your eyes tear up. You bend down to pick up the bird, and it flies away. A rainbow appears, far down Great Horton Road, and then the bus arrives. 

You ride the bus to Leeds.

You get out of the bus, and enter a chemist's shop. ""Codeine Linctus, please"" you ask the person at the prescription counter. The woman behind the counter looks at you. You stare back. A second passes, then another.
""Codeine Linctus!"" you repeat, louder.
 The woman reaches for a small brown bottle and puts it into a small white paper bag, which she then hands to you. You walk out of the chemist's shop and step into a public restroom in the subway. You take the bottle of codeine and lift it up to your mouth. Two swallows, and it is gone.
You walk out of the subway and into a shopping cCntre.
 A small warmth rises in your chest and you notice that you feel calm and energetic.

Another chemist. Another bottle. Another swallow. The liquid is gone.
A third chemist.
 You are feeling good.

Suddenly it is evening, and you see yourself returning to your home, set in some grimy row houses on a cobbled street called St. Margaret's Place. The house is dark.

Sitting in the cinema, you are appalled. The lights go up.

""Let's talk,"" says a voice from a person two seats down, ""about karma.""
",35,2,20,3,10,14,13,1,1,12,0.08571428571428572,0.5714285714285714,0.37142857142857144,0.5238095238095238
